,gene,score,p-value
14267,Rab3c,-0.3703699983773343,9.96232995601675e-17
13042,Car10,-0.37028963566288253,1.012657761876072e-16
13186,Eif1,-0.36999170699994327,1.0759046282827251e-16
6684,Nagk,-0.3697823750747877,1.1226497008563037e-16
11959,Bsn,-0.3696032867006149,1.164221243936356e-16
11493,Dmxl2,-0.3695548583480503,1.175720350522516e-16
15121,Trhr,-0.3695536253166433,1.1760145811184378e-16
2330,Tomm34,-0.36881509598179096,1.3658967599434463e-16
12001,Spink8,-0.3686568116429816,1.4103544257993488e-16
14858,D430019H16Rik,-0.3684347522630086,1.4751304233650076e-16
9183,Nt5dc3,-0.368420117590176,1.4795006696003894e-16
6881,Slc6a1,-0.36828728652341697,1.5197533790983457e-16
15472,Fam19a5,-0.3681659275061896,1.5574693259965e-16
13387,Sstr2,-0.3677442060917963,1.695823157745466e-16
17289,Zmat2,-0.36769359713649774,1.71321727178419e-16
7486,Eid2,-0.36733919556720673,1.8400340461646447e-16
5710,Pgam5,-0.3673320789581098,1.8426728419839148e-16
1506,Arhgap15,-0.3672732900895147,1.864614117444168e-16
3863,Ank2,-0.36705208866256955,1.9494955607955363e-16
3146,Snx16,-0.36704063322088787,1.953993271662293e-16
11885,Cpne4,-0.36700741417133925,1.9670936889443324e-16
6781,Chchd4,-0.3668951889086469,2.011992863425421e-16
17545,Kcng2,-0.3667353719316962,2.0776754274762758e-16
16442,Mapk8ip3,-0.36621847815951897,2.304871861417e-16
17250,Reep2,-0.36598161213549363,2.4169766677669816e-16
423,Mff,-0.3657298110824682,2.542025549287087e-16
480,Sh3bp4,-0.36564983757805924,2.583055946999597e-16
11606,Smad3,-0.3656214396030673,2.597781512093259e-16
4818,Stmn1,-0.3655546819489687,2.6327238362002427e-16
13594,Pfkp,-0.3655279917637351,2.646822882847671e-16
17637,Tmem151a,-0.3649681197000697,2.960274785123469e-16
401,Epha4,-0.36489879135384823,3.001541635804761e-16
14408,Grhl1,-0.3648660540361606,3.0212240678630726e-16
9878,Unc13a,-0.3644959067701391,3.2527806230056333e-16
7500,Lrfn1,-0.3643538022279063,3.3462358551443365e-16
13969,Dapk1,-0.3643490309502031,3.349419037395131e-16
8099,Pde2a,-0.3640608592765098,3.5472913606127144e-16
8868,Ppa1,-0.36395534030974647,3.6225813936000034e-16
16986,Rab12,-0.3639464735102531,3.6289790761788907e-16
16418,Rab26,-0.36387175252189097,3.683335429240947e-16
736,Glrx2,-0.36352067248794323,3.949628506343177e-16
12109,Cck,-0.3633971143241565,4.047774857553273e-16
7862,Fam189a1,-0.3633757468754808,4.0649890253769276e-16
12997,Ppm1e,-0.3633256516273046,4.105629489046548e-16
15599,Faim2,-0.36331180377980443,4.1169339879607305e-16
10463,Kctd6,-0.3632112764514574,4.199919788586952e-16
2368,Elmo2,-0.36318413035185304,4.222609380425391e-16
12273,Rab1a,-0.3630509202221028,4.335707658924535e-16
12032,Trank1,-0.362780450314443,4.574573746742827e-16
12676,Chd3,-0.36270471280499256,4.64374714671992e-16
14268,Plk2,-0.3626594923537957,4.685537167355859e-16
11869,Rab6b,-0.36262081138398555,4.721576768282924e-16
5681,Gm10419,-0.36256460293190584,4.774432770964114e-16
14638,Gphn,-0.3625585042252561,4.780202565654109e-16
12462,Skp1a,-0.36207557276582886,5.259507918361509e-16
7748,Ppfia3,-0.3620332863206152,5.303657658513529e-16
6746,Copg1,-0.3617436476043896,5.615998967050286e-16
12282,Mdh1,-0.36145716237479,5.942690606117983e-16
11744,Tmem30a,-0.3613275352462028,6.096576090746232e-16
7326,Calm3,-0.3611755255363873,6.282023513055263e-16
15028,Cdh9,-0.3611533892422682,6.309487248194439e-16
17424,Slc6a7,-0.36093094150607963,6.592100496808686e-16
4273,Plppr1,-0.3608434316165473,6.706654849462957e-16
1468,Rab14,-0.36070874387920077,6.886797667703054e-16
16253,Tiam2,-0.36063685505726606,6.984884350224676e-16
4780,Stx12,-0.3605364078657766,7.124238162853225e-16
10407,Tsnax,-0.36049687269668457,7.179832340580846e-16
2965,Gprasp2,-0.3600800126479521,7.792576153362258e-16
4081,Necab1,-0.3595800076663494,8.595536928499076e-16
9085,Lsm7,-0.3595298118136914,8.68049931145232e-16
15798,Dnm1l,-0.35951592838285407,8.704143888920841e-16
11797,Morf4l1,-0.3592675917478934,9.13792345676113e-16
8874,Fam241b,-0.3592551518420179,9.160202304795797e-16
4751,Sdc3,-0.35888282382557063,9.852267878386203e-16
15368,Pdgfb,-0.35878277272423426,1.0046828437371894e-15
3649,Ankrd34a,-0.3587456917846297,1.0119890602843809e-15
14301,Hcn1,-0.3587343199234304,1.0142401422995992e-15
13948,Hnrnpk,-0.35857820923421097,1.04564414439998e-15
7611,Gramd1a,-0.3584048601842066,1.0816352780707358e-15
647,Cdk18,-0.3583805659185165,1.0867755270739347e-15
49,Ube2w,-0.35830231687934566,1.1034952663492732e-15
7861,Apba2,-0.35823479344457454,1.1181260558480667e-15
12801,Pafah1b1,-0.35817293565410513,1.1316963030042349e-15
11707,Gnb5,-0.35815419840850893,1.135838663806562e-15
15113,Oxr1,-0.35788301618321117,1.1974841924859974e-15
17798,Tmem132a,-0.3577468345496859,1.2296685382134044e-15
11743,Cox7a2,-0.3577441531547389,1.2303106938590162e-15
11921,Dock3,-0.3576676600179433,1.2487690216021437e-15
17633,B4gat1,-0.3573859519556963,1.3191215968437456e-15
6860,Arpc4,-0.3571985979926166,1.3680502925278004e-15
15369,Rpl3,-0.3568495371480217,1.4640078097165373e-15
117,Cox5b,-0.3565784998689591,1.543045907756624e-15
12704,Nlgn2,-0.3565255636367059,1.5589647033129578e-15
9034,Wdr18,-0.35650487366548167,1.5652302452477954e-15
12581,Usp22,-0.3564652590574647,1.5772957930745065e-15
8142,Cckbr,-0.35641803220232754,1.591799183366688e-15
7000,Cops7a,-0.356301865264198,1.6280335267269791e-15
2507,Arfgap1,-0.3555153105730213,1.895587407810418e-15
3754,Kcnc4,-0.35529663978089165,1.9773441688016098e-15
17659,Snx32,-0.3551541619438417,2.032466022748566e-15
11950,Traip,-0.35512973591331776,2.042066252108118e-15
10495,Ube2e2,-0.35498030408003156,2.1017744870447403e-15
15126,Sybu,-0.3547093512300486,2.214440527699947e-15
5753,Grk3,-0.35439474527987436,2.3527092705789557e-15
1291,Kcnt1,-0.35427145506860896,2.4091762893829748e-15
8614,Pcmt1,-0.3538912481744829,2.5918194846871654e-15
1516,Kif5c,-0.35376595211435263,2.6549353164108605e-15
6555,Ggct,-0.35372781255144287,2.674445247878894e-15
16466,Rpusd1,-0.3537230458646545,2.6768934723128378e-15
1620,Dync1i2,-0.35354306565606325,2.770960404062048e-15
9285,Syt1,-0.35339636996819246,2.8500245300009558e-15
2533,Oprl1,-0.3528999728527623,3.134341832343615e-15
17878,Rfx3,-0.3528207542733378,3.1822201404837294e-15
10087,Cx3cl1,-0.352753583580029,3.22337868868356e-15
17455,St8sia3,-0.3525374787413922,3.3593721998361816e-15
6117,Fam20c,-0.3524892825887629,3.3904611904116304e-15
780,Cacna1e,-0.35194627337479184,3.760845111705866e-15
8147,Trim3,-0.3518709576202833,3.815257199952005e-15
3493,Rusc1,-0.35173675279600114,3.914135111670117e-15
12928,Tmem132e,-0.3516977577154074,3.943333999903638e-15
7023,Kcna6,-0.35158415014494904,4.02962547286726e-15
13646,Elmo1,-0.3513507347913905,4.2127732462063666e-15
8059,Map6,-0.3511897967395257,4.3437847565447266e-15
11573,Celf6,-0.3511814409411281,4.350694887066042e-15
15585,Tuba1a,-0.3510904425079991,4.426651283069203e-15
9913,Rasd2,-0.3510163860829287,4.48942529732671e-15
15830,Klhl22,-0.3506452655004814,4.817402328328905e-15
4152,Dnaja1,-0.3504776676375724,4.9731163661534035e-15
5892,Vps29,-0.35047442652025934,4.976175828140835e-15
1310,Fam69b,-0.3501155290341762,5.326634398404765e-15
15859,Ufd1,-0.3500727407050992,5.369999218765308e-15
1034,Srp9,-0.3500173791650327,5.426621005696537e-15
10805,Nedd8,-0.34992602557033925,5.521337589221088e-15
3059,Nbdy,-0.3498890504089561,5.560133371204535e-15
14365,Vsnl1,-0.34984291142258156,5.6089194736299274e-15
14482,Dock4,-0.34971066925783073,5.751087636120499e-15
2264,Dlgap4,-0.3495630911695625,5.913919202483254e-15
15807,Ypel1,-0.34934929361711503,6.157866119455921e-15
4345,Trim32,-0.34911580180159735,6.435568354518705e-15
16110,Tomm70a,-0.3490422078469916,6.525616751977922e-15
9642,Unc5d,-0.3489157213423942,6.683280293671905e-15
1565,Psmd14,-0.3487328409882004,6.917865704138607e-15
11407,Fxyd2,-0.3487272002949159,6.925228132024803e-15
15719,Cdip1,-0.34856686801065667,7.137744256461491e-15
8722,Nkain2,-0.34851503286345087,7.207809173782642e-15
13765,Rreb1,-0.3483693387731818,7.408375503855596e-15
10367,Spata2l,-0.3481140461933536,7.7731018594884e-15
10473,Cadps,-0.3480406712906059,7.881149825905405e-15
5998,Caln1,-0.3479676511611288,7.99013766580927e-15
393,Chpf,-0.347941080651128,8.030161850486201e-15
1080,Smyd2,-0.34769247378219037,8.414305231869845e-15
9196,Mybpc1,-0.34746451333361333,8.782355382941831e-15
11048,Lmo7,-0.34742712267920917,8.844212949000274e-15
2230,Dynlrb1,-0.34742212043579107,8.852520801559414e-15
17461,Nedd4l,-0.3473682201629401,8.942526824760743e-15
9769,Klhl2,-0.34731707803095313,9.028756792158106e-15
2954,Armcx1,-0.34665860348203215,1.0214584545108e-14
8682,Tbpl1,-0.3466467255371273,1.0237320170953246e-14
9362,Fam19a2,-0.34657795862599117,1.036992607343714e-14
10373,Tcf25,-0.34624221519682596,1.1041933901532845e-14
2860,Dlg3,-0.3458514784216998,1.1877909512496956e-14
2279,Blcap,-0.34574141524318924,1.2124388856026651e-14
7467,Pld3,-0.34567798787748066,1.2268701506922879e-14
4700,Trim62,-0.3451973852358378,1.3418316418641081e-14
6138,Elfn1,-0.3451151636377499,1.3625305284497387e-14
6900,Plxnd1,-0.3449274549301358,1.4109658782108945e-14
8609,Rgs17,-0.34460683334343967,1.4976314359488446e-14
15392,Rangap1,-0.3445582917375271,1.5111995719590608e-14
11981,P4htm,-0.3443261675063712,1.577766563261787e-14
6726,Snrnp27,-0.3442712817518774,1.5939218732586044e-14
16292,Pde10a,-0.34426682193766106,1.5952416977493367e-14
9970,Cc2d1a,-0.3442297528158432,1.606253380843033e-14
4404,Hook1,-0.34421101410747357,1.6118481960848114e-14
11067,Slitrk5,-0.344177122706979,1.6220157291534376e-14
14123,Edil3,-0.3441283804129349,1.6367489387186316e-14
2727,Ids,-0.34391232088946283,1.7036524544338262e-14
12037,2900079G21Rik,-0.34385725946168694,1.7211267567320975e-14
14635,Rab15,-0.34362897204826953,1.7954701648231402e-14
5747,Asphd2,-0.34338624423581005,1.877970317091573e-14
2323,Pkig,-0.3433244852837433,1.8995477319158634e-14
4160,Nol6,-0.3432730367244948,1.9177083476142434e-14
8939,Gnaz,-0.3430603562165298,1.9946052101910517e-14
17375,Ap3s1,-0.3430475243099323,1.9993402136426645e-14
4300,Epb41l4b,-0.3429656992680903,2.0297941202224762e-14
7132,Cmas,-0.3426932477174655,2.134511070101817e-14
4191,Dnajb5,-0.3426596603557491,2.147781609206808e-14
2201,Tspyl3,-0.34230107759405537,2.2945993129473107e-14
17709,Nrxn2,-0.342273419852565,2.306323706173218e-14
4372,Sh3gl2,-0.34218918461370545,2.342394903300638e-14
16921,Sema6b,-0.34206073747840554,2.3984657811824438e-14
8965,Prmt2,-0.3420454230426566,2.405238149501543e-14
14353,Rhob,-0.34201599347516654,2.4183052025413997e-14
10008,Wdr83os,-0.34186368624774394,2.4870514914031486e-14
6474,Tcaf1,-0.34178376697875584,2.5238870947348977e-14
8884,Kif1bp,-0.3417675157839699,2.53144261350065e-14
15459,Atxn10,-0.3414481586023862,2.684499234784691e-14
3072,Map7d2,-0.34127505840383077,2.7712143320009414e-14
5020,Slc45a1,-0.34107393184208723,2.8754219032788664e-14
8077,Pgm2l1,-0.340995602364279,2.917037042276924e-14
9022,Rnf126,-0.34024402734513176,3.347565302450764e-14
2967,Arxes1,-0.3402405098117546,3.349719900965847e-14
6976,Clstn3,-0.3402332339686535,3.3541808959325433e-14
8921,Ank3,-0.3402114359844557,3.3675806544471026e-14
14753,Irf2bpl,-0.34013581282824584,3.414476143780965e-14
7720,Cpt1c,-0.3401124350975572,3.429102263534222e-14
5410,Kcnip4,-0.3400812981429001,3.4486782989023245e-14
8542,Ap2a2,-0.3400796384370555,3.4497248379832596e-14
9660,Dctn6,-0.3397816482060339,3.6427589268893874e-14
13175,A830036E02Rik,-0.33971909047947474,3.6846076658892236e-14
2828,Gspt2,-0.3394080304781528,3.899793734256987e-14
17784,Syt7,-0.33937865117866206,3.920743306964479e-14
15375,Rps19bp1,-0.3393437285088728,3.945789231237592e-14
