,gene,score,p-value
2989,Phf8,0.30867998942246383,2.9029819887508916e-06
7227,Ap2s1,0.3075844664079958,3.1603829026654827e-06
10917,Tpm3-rs7,0.3075798574938564,3.1615103725750452e-06
11604,Rwdd2a,0.30755306033022284,3.1680733055583203e-06
2553,Med14,0.30754264198157755,3.1706283806011857e-06
9231,Wif1,0.30744796312142436,3.1939382916739364e-06
11626,AF529169,0.30742918350261794,3.1985811880613007e-06
17828,Mgea5,0.30739726539324014,3.2064870734180516e-06
3004,Rragb,0.307376619347828,3.211610859898912e-06
13551,Serpinb6a,0.3072536821868442,3.242282364877798e-06
2839,Dmrtc1a,0.30714483759065997,3.269670603744135e-06
9697,Klhl26,0.3068284281547861,3.3505446613308105e-06
2328,Slc12a5,0.30670944108580905,3.381447769708665e-06
6439,Snx10,0.30646659103922336,3.445364782526167e-06
2120,Acss1,0.3062938452864667,3.491529177671062e-06
9282,Nxph4,0.30599826853859496,3.5718879749346143e-06
17280,Rab27b,0.30599618658417777,3.5724601949187537e-06
3729,5330417C22Rik,0.3059342390648093,3.5895263081354124e-06
4928,Ube4b,0.3057835909406547,3.631353344539707e-06
13406,Wdr37,0.3057129962525612,3.6511130610202093e-06
14403,Gpr135,0.30539136904215464,3.742440566240239e-06
1504,Lypd6,0.305230738859532,3.7888625526119457e-06
7403,Timm50,0.3052228639679742,3.7911524275259237e-06
12465,Ntn1,0.3051730121744681,3.8056790178399893e-06
1573,B3galt1,0.30508206562036305,3.832317053589519e-06
16868,Six3,0.30502350054859184,3.849564475454051e-06
9201,Rab3ip,0.305009776115396,3.853616996529365e-06
7173,Usp29,0.30485706628669895,3.898983677998658e-06
15707,Sst,0.304174899430963,4.107920888930523e-06
6433,Npvf,0.3039497023322597,4.1792042238212725e-06
887,Uhmk1,0.3039379875703881,4.182944411811911e-06
43,Kcnb2,0.3037525537155371,4.2425740896735515e-06
5147,Nub1,0.30338966379215476,4.3616164488051135e-06
8420,Slc25a22,0.30331630527236086,4.386064071084415e-06
1337,Med27,0.3030568602259733,4.473577481492186e-06
6291,Klhdc10,0.3027939860023824,4.563940466576578e-06
7661,Snrnp70,0.3026507411205447,4.613909097670524e-06
15524,Glyr1,0.3026110429871604,4.62784897924994e-06
5985,Ufsp1,0.3025028850050365,4.666031902698219e-06
16221,Tbl3,0.3021033605393414,4.809690091574739e-06
7543,Cep89,0.30210303872998195,4.809807483321866e-06
6057,Eif3b,0.3020080648410777,4.844572031798574e-06
5806,Tctn1,0.30199529760189414,4.849263576428358e-06
13350,Arhgdia,0.3017891141159058,4.9256303159830155e-06
8177,Ears2,0.30170896766602084,4.9556227561056e-06
3801,Tram1l1,0.301000197784921,5.22852555349632e-06
15083,Lrrc24,0.3007819518298588,5.3153963799304645e-06
5697,Fam222a,0.300408290158868,5.467323950286013e-06
13184,Prkar1a,0.30032018855548265,5.503742044507805e-06
11940,Sec22c,0.3001544565430657,5.5728756834120955e-06
15629,Dgcr2,0.3000156318031792,5.631419806704486e-06
17564,Fth1,-0.6103371985724926,6.0288516558805456e-24
16970,Ttr,-0.6017065605300898,3.7369679832827495e-23
17937,mt-Atp6,-0.5222297575238751,7.317149527978175e-17
17934,mt-Co1,-0.5205887911770265,9.493547008917939e-17
14367,Rps29,-0.5190990249813778,1.2010691010911744e-16
9937,Mt1,-0.5189745072098012,1.224848565072729e-16
17935,mt-Co2,-0.50527088174147,1.0096838868172748e-15
577,Dbi,-0.49809179241438334,2.9374124637928875e-15
16577,Pla2g7,-0.47980965495001887,3.991385590554056e-14
17933,mt-Nd2,-0.4613650260709084,4.76454259551967e-13
17340,Mbp,-0.44420269714387356,4.203530427538224e-12
17932,mt-Nd1,-0.44115645880351756,6.1093294141954034e-12
11922,Mobp,-0.42507599616331143,4.13870830262556e-11
14947,Enpp2,-0.42300187345644863,5.2587311494937324e-11
11702,Trf,-0.41650777320571475,1.1015575788461719e-10
3106,Car2,-0.41538508545710395,1.2497701045802356e-10
1261,Ptgds,-0.4152956741192035,1.2623725355623347e-10
16566,Gm42418,-0.41097646391764037,2.0424807733584785e-10
17941,mt-Nd4,-0.39236328059857467,1.504022971067603e-09
13011,Cnp,-0.38986731001808633,1.9475818973502483e-09
5555,Sparcl1,-0.3817703758880229,4.43821333272509e-09
1976,Mal,-0.37528769112514243,8.446125368168358e-09
17938,mt-Co3,-0.37527988704459286,8.452598827225579e-09
17891,Tcf7l2,-0.3742100623193868,9.386852659741384e-09
17944,mt-Cytb,-0.3729429552958965,1.0622641910405785e-08
2933,Plp1,-0.3673240908535026,1.8266223557950298e-08
8716,Fabp7,-0.365521886664993,2.1687377719239355e-08
3059,Gpm6b,-0.36248467499881193,2.889507112753675e-08
5323,Qdpr,-0.3602400191890972,3.565268783490507e-08
9639,Cpe,-0.35645102115690347,5.064845778980648e-08
1924,B2m,-0.3524357148497567,7.311186551126366e-08
8450,Cd81,-0.3513191101426395,8.089634997935898e-08
17460,Malat1,-0.33837597484534926,2.540963917048935e-07
17806,Scd1,-0.3268744998705183,6.731485022595496e-07
11304,Cryab,-0.3235561085226431,8.851213424298988e-07
407,Serpine2,-0.31995321684257916,1.187122273861985e-06
10400,Rps24,-0.31725682902153485,1.475140406950983e-06
12698,Aldoc,-0.31632183396889274,1.5897603524612558e-06
441,Ptma,-0.31535793300499176,1.7167996104960529e-06
3833,Rpl34,-0.31312217194570136,2.0498134185188217e-06
116,Cox5b,-0.3119259119259119,2.2524461027448193e-06
9413,Lamp1,-0.3116646469587646,2.299175130637159e-06
17519,Cox8a,-0.30884743237684414,2.8654450028125114e-06
8712,Gja1,-0.30544743028930504,3.726366764380166e-06
16084,Qk,-0.30506447930811037,3.83748848170479e-06
3158,Cldn11,-0.303566487983698,4.303219457044417e-06
1912,Serf2,-0.30205454323101383,4.827529177064409e-06
